"arquivo","data","distribuidora_r_mil","periodo","referencia","divida_liquida_regulatorios","ebitda_ajst","qrr","fluxo_do_acionista","brl_ajustada_ipca","percent_div_reg_x_brl","dlr_ebitda_ajst_qrr","ebitda_ajst_vpb_reg","pmso_ajustado_pmso_regulatorio","capex_u4_5a","qrr_u4_5a","ebit_ajst_ebit_reg_brl","setoriais_constituicao_ebitda_reg","fluxo_acionista_brl_x_cap_proprio","perdas_realizadas","dgc","perdas_regulatorias","mercado_cagr_u5a","n_cagr_u5a"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2013.91666666667,"Cosern",201312,"Cosern201312","457595.96197999991",292656.50777,77370.7480524351,"50669",859848.616335608,"473028.11595587095","2.1255282401414917",0.66165747879831,0.892538430858215,NA,"370428.25164401793",0.0792554121314705,NA,"0.13098840405371193","0.10646662020583061","0.78376568480271347","0.11389898309891471","4.8953157586605345E-2","4.3161781256283005E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2014.91666666667,"Cosern",201412,"Cosern201412","680335.54082999984",303216.83328,84528.8663268779,"251891",953278.545374892,"524744.6846384469","3.1109875422447733",0.646512493752108,0.872088876908625,NA,"405352.75032409676",0.0847829146338687,NA,"0.58779719195845992","0.10206034679372039","0.92391955167079753","0.11374960701044477","5.7480189420142436E-2","3.860569536593017E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2015.91666666667,"Cosern",201512,"Cosern201512","727171.71108000004",252461.18592,90812.8996573916,"226874",1025223.29497336,"564704.84741639032","4.4984807936575422",0.501032718917604,0.955709738822787,"927461.60065714736","444152.72544707253",0.020097161512796,NA,"0.49264910277440144","0.10068514384388363","0.84162782831875138","0.11616844914374519","4.172447588623629E-2","3.6155961544767523E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2016.91666666667,"Cosern",201612,"Cosern201612","768089.91596999986",271828.84544,97950.1494006898,"168853",1120583.67254263,"616866.61031075043","4.4173894414089192",0.500019118241228,0.946477232670592,"1025921.9981575107","494257.36098156404",0.0274574943081042,"-0.29498412742452251","0.33521397756876081","0.10362489842093613","0.87781822718199964","0.11871644064853781","4.0246624551022459E-2","3.6106941975771356E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2017.16666666667,"Cosern",201703,"Cosern201703","852863.38694",69048.51649,99647.9142614849,NA,1141997.0489341,NA,"Flx Neg",0.114856466717381,0.243266512060811,NA,NA,-0.0933436705297862,"3.7581092406704796E-6",NA,NA,NA,NA,"2.7951258675940727E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.41666666667,"Cosern",201706,"Cosern201706","870806.43106999993",150646.55362,101545.041606961,NA,1157853.85149875,NA,"4.9301236165005795",0.493612448829109,0.916123365596606,NA,NA,0.0107171542973502,NA,NA,NA,NA,NA,"2.7951258675940727E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2017.66666666667,"Cosern",201709,"Cosern201709","892378.27960999985",280982.53014,103438.856247898,NA,1171079.99355796,NA,"5.0262465569588244",0.489540379788088,0.893157485630387,NA,NA,0.0245950215658507,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.91666666667,"Cosern",201712,"Cosern201712","1010988.94157",270806.95706,105332.670888834,"187790",1184306.13561717,"649617.74909470649","6.1096437698135047",0.463396883411869,0.948231102278928,"1037717.8116566909","524639.98095680913",0.00413231482664306,NA,"0.35121391212807285","0.10041923575953829","0.80989005720860363","0.1188638382287593","2.7951258675940727E-2","3.2327844657321636E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2018.16666666667,"Cosern",201803,"Cosern201803","1012644.15048",95958.05048,107185.315646272,NA,1197244.752849,NA,"5.3338245904496961",0.499567215868059,0.912903566134677,NA,NA,0.0349824340717597,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2018.41666666667,"Cosern",201806,"Cosern201806","1002838.37684",189613.02032,107638.184364757,NA,1200407.52595011,NA,"5.0385041916961439",0.51361773857624,0.902666170222169,NA,NA,0.0577175801886235,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2011.91666666667,"CPFL Jaguari'",201112,"CPFL Jaguari'201112","193123.09466999996",146935.09497,30190.2839956662,"66516",331920.26282871,"183115.92744719231","1.6513867351492157",0.663993956587816,0.69161665030082,NA,NA,0.194449087392533,NA,"0.44700310531585163","4.7408726273127852E-2",NA,"3.8491780567457341E-2","2.5353244094958205E-2","2.5106526032242726E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2012.91666666667,"CPFL Jaguari'",201212,"CPFL Jaguari'201212","288697.82744999998",108559.3762,31169.935438072,"67072",279188.444688619,"153606.3675617314","3.7264281843891154",0.555313479056145,0.701339131389963,NA,"120872.26514384731",0.127264499731477,NA,"0.53408895229715425","4.1632395285842054E-2",NA,"4.1246388440534625E-2","2.5687505384298204E-2","2.5214815972987026E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2013.91666666667,"CPFL Jaguari'",201312,"CPFL Jaguari'201312","239323.65463",111614.514281789,35412.5748177781,"0",287990.584621695,"158610.56348357492","3.0697591313630901",0.520335113003088,0.837572378845075,NA,"132912.74463755492",0.154082563859272,NA,"0 / +","3.8008516267787215E-2",NA,"4.3864548366884595E-2","3.5881312060386472E-2","2.510215450544373E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2014.91666666667,"CPFL Jaguari'",201412,"CPFL Jaguari'201412","374494.21081000002",144280.51803,38742.7581222973,"149110",304219.690012654,"167707.39342572427","3.5133983599389174",0.609803358314905,0.71889833577583,"399327.52500761056","147230.65424060787",0.234851970807737,NA,"1.0922825542316505","4.0875173798774138E-2",NA,"4.6900830174339256E-2","5.6413145283206845E-2","2.7131098583611513E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2015.91666666667,"CPFL Jaguari'",201512,"CPFL Jaguari'201512","179248.30672000002",138545.58348,42243.9689716603,"806",325515.301907903,"180323.10886336581","1.8304541215654366",0.539493355415033,0.754021110181432,"315004.43802255776","160556.52422038349",0.184753439633713,NA,"5.5512626615727449E-3","4.3729189779396285E-2",NA,"4.6857281453451305E-2","4.0028151510596244E-2","2.6223171271695156E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2016.91666666667,"CPFL Jaguari'",201612,"CPFL Jaguari'201612","327339.96862",137799.45344,49445.3013408509,"58533",486542.299644796,"242140.02794868097","3.7048623165175774",0.487597370970653,0.966691535983912,"444400.5436959755","227138.06856220841",0.0276775550287254,"0","0.23949450057804211","4.6301432271367404E-2",NA,"4.676604524172108E-2","0.12916611252128063","2.2910847314389082E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2017.16666666667,"CPFL Jaguari'",201703,"CPFL Jaguari'201703","351688.65486",44695.49169,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.4860137589630007E-2","2.2086404459250142E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.41666666667,"CPFL Jaguari'",201706,"CPFL Jaguari'201706","339180.67243000004",82409.83961,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.4860137589630007E-2","2.2086404459250142E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.91666666667,"CPFL Jaguari'",201712,"CPFL Jaguari'201712","354392.58283999993",164975.14396,52608.4998608185,"12876",550388.120098257,"267991.09372133197","3.1538948740623787",0.563475890902055,1.03012584202697,"494288.03184620803","250295.12064797845",0.0637742389882499,NA,NA,"4.0118842620231313E-2",NA,"4.6793039458681615E-2","7.6639399667117525E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2018.16666666667,"CPFL Jaguari'",201803,"CPFL Jaguari'201803","407206.34551",45166.44566,54024.3432821685,"0",136188.213960076,NA,"3.6205887824608123",0.553573872101361,0.556447661521704,NA,NA,-0.344215020855065,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2018.41666666667,"CPFL Jaguari'",201806,"CPFL Jaguari'201806","381334.43169",89305.7833,64438.0801523255,"0",165703.730274085,NA,"3.5447674567242675",0.469281836484486,0.457174980540349,NA,NA,-0.468448877507043,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2011.91666666667,"CPFL Jaguari",201112,"CPFL Jaguari201112","13974.671929999999",21501.75879,3565.243330885,"5827",37782.2615322519,"20843.963554888629","0.77911855074940628",0.777296970608978,0.610034782409321,NA,"0",0.291504842090807,"0","0.34401331277719399","4.7408726273127852E-2","0.5646969696969697","3.8491780567457341E-2","-8.8899752448705627E-3","3.2642439165741388E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2012.91666666667,"CPFL Jaguari",201212,"CPFL Jaguari201212","51300.649210000003",11641.04373,3121.12139604277,"17586",29517.695753021,"16240.734086054672","6.0212578470973623",0.55803793991129,0.699091256620443,NA,"13153.655595106622",0.114768059809826,NA,"1.3245500319365071","4.1632395285842054E-2","0.45522422422422426","4.1246388440534625E-2","-8.1350273479932067E-3","3.2927455777151948E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2013.91666666667,"CPFL Jaguari",201312,"CPFL Jaguari201312","61569.982270000008",6195.3892626,3333.99196021943,"0",30155.9861193845,"16608.383072944813","21.517453105437713",0.284078382533878,1.32244912077109,NA,"13927.10691609304",-0.0449634192071523,NA,"0 / +","3.8008516267787215E-2","0.58307894736842103","4.3864548366884595E-2","7.3034108883645033E-3","3.3856768629372924E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2014.91666666667,"CPFL Jaguari",201412,"CPFL Jaguari201412","57040.133960000006",14682.09427,3945.08307886048,"10752",31855.3634707054,"17560.927677228352","5.3124778343410055",0.572139345433237,0.746857046122178,"37977.482419149259","15231.078168506858",0.212884015668746,NA,"0.75218078945840006","4.0875173798774138E-2","0.52503688092729195","4.6900830174339256E-2","3.0939422327863175E-2","3.8691720283288156E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2015.91666666667,"CPFL Jaguari",201512,"CPFL Jaguari201512","27990.344280000019",14184.39986,4392.38824027815,"806",34085.2633737197,"18881.940793415353","2.8584876496291476",0.497362422637925,0.888926095525646,"30819.979014571341","16070.329781720393",0.164367526888762,NA,"5.3014727257327414E-2","4.3729189779396285E-2","0.69721590909090914","4.6857281453451305E-2","4.588495219732236E-2","3.5002177799855483E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2016.91666666667,"CPFL Jaguari",201612,"CPFL Jaguari201612","48581.872020000003",18052.38567,5091.77327133773,"1291",56194.7741405858,"27913.868942171113","3.7484241118895265",0.568025798981833,0.98624855868066,"44269.43493568174","22877.293871883707",0.0843477144187062,"-0.87247885721905027","4.5649175333764357E-2","4.6301432271367404E-2","0.82687500000000003","4.676604524172108E-2","4.0158663275676743E-2","3.6291456959394175E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2017.16666666667,"CPFL Jaguari",201703,"CPFL Jaguari201703","52342.89659",3125.22392,5268.13753222749,NA,62392.3075553391,NA,"Flx Neg",0.0959935154052122,0.265427745160009,NA,NA,-0.113135904964072,NA,NA,NA,NA,NA,"1.5254070451049762E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.41666666667,"CPFL Jaguari",201706,"CPFL Jaguari201706","50507.718490000007",6890.68685,5307.0557839515,NA,63131.7042515889,NA,"8.5485731767899136",0.342424651364713,1.12556051519199,NA,NA,-0.0587894478308777,NA,NA,NA,NA,NA,"1.5254070451049762E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2017.66666666667,"CPFL Jaguari",201709,"CPFL Jaguari201709","42804.537090000013",16150.8093223,5346.40170877138,NA,63879.2261862591,NA,"3.9617662181129454",0.490143188066399,0.942258981826737,NA,NA,0.0389884964395411,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.91666666667,"CPFL Jaguari",201712,"CPFL Jaguari201712","354392.58283999993",164975.14396,5385.74763359126,"0",64626.7481209293,"31467.599463245941","2.2206524430680821",4.97668879324722,8.77765673043148,"94103.740292413335","25322.385071986482",1.6467708889712,NA,"0 / +","4.0118842620231313E-2","0.74624999999999997","4.6793039458681615E-2","1.5254070451049762E-2","3.43580863424926E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2018.16666666667,"CPFL Jaguari",201803,"CPFL Jaguari201803","407206.34551",45166.44566,6450.319174482,NA,65330.6885213894,NA,"2.0195482840612446",5.22418666097757,8.72059198012136,NA,NA,2.10767380127752,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2018.41666666667,"CPFL Jaguari",201806,"CPFL Jaguari201806","381334.43169",89305.7833,16864.0560446389,NA,65793.7378597933,NA,"1.651484943780124",2.34589621785601,3.8344285246085,NA,NA,2.24899406593111,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2011.91666666667,"CPFL Leste",201112,"CPFL Leste201112","50632.63100999999",29494.80968,5783.10453039837,"14224",90549.6012300858,"49954.992406647223","2.1353433121131165",0.673775963185017,0.606761527130258,NA,"0",0.103063525191935,NA,"0.35039135521333908","0.10786592863896265","0.67071969696969691","0.10355826192421035","2.6183353970375078E-2","2.1040344909560638E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2012.91666666667,"CPFL Leste",201212,"CPFL Leste201212","65898.06925",11133.7187,4575.77481520574,"10738",51413.9505733155,"28292.05592361822","10.048586936340861",0.344646992570764,0.654750624933881,NA,"21231.064084314894",-0.0361304700789615,"0","0.46440830921010134","0.10044706639261056","0.64189393939393935","9.4008359794561847E-2","2.5305929854046783E-2","2.0768861828171614E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2013.91666666667,"CPFL Leste",201312,"CPFL Leste201312","38020.264490000009",19694.4367191885,4746.07454812341,"0",49836.4990194324,"27447.40840018884","2.5434401478172757",0.593826045955546,0.69632275416716,NA,"21593.593357831567",0.165711638297564,NA,"0 / +","0.11471287742505987","0.61754925325707022","9.2370154696579679E-2","2.8519416303870671E-2","2.0855423101041382E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2014.91666666667,"CPFL Leste",201412,"CPFL Leste201412","70909.846150000027",20092.22902,5203.90378251424,"39587",52644.9303991083,"29021.6062410224","4.7627819125997846",0.553004469953152,0.790182119871926,"80056.825745629874","22263.807343021912",0.153337934198603,NA,"1.6757590817907779","0.11357770567809344","0.69055358724534988","9.2246996095853115E-2","4.3645969681974206E-2","2.1312066132798568E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2015.91666666667,"CPFL Leste",201512,"CPFL Leste201512","47695.884439999994",23084.3185,5686.43553007923,"0",56330.1159503302,"31204.743897634868","2.7414763349346298",0.581720973162586,0.642514623628854,"52309.0181751122","22030.293308076736",0.177078528513157,NA,"0 / +","0.11763576424840716","0.67945796138295345","9.2121373862385295E-2","3.6089438374025118E-2","1.9493716661919569E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2016.91666666667,"CPFL Leste",201612,"CPFL Leste201612","62062.618050000012",21133.43969,8045.10856735739,"9242",91793.62312204,"45606.8575676318","4.7418282337488096",0.469947016324061,0.991969313703153,"72176.932276548047","32426.701278202381",0.00178896219021245,"-0.37049370745533572","0.20010061083651504","0.10881152948556669","0.74654673947960171","8.9406526460033706E-2","3.9168012477757586E-2","1.996808433767483E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2017.16666666667,"CPFL Leste",201703,"CPFL Leste201703","65203.5706",7421.55029,8703.85939593548,NA,101727.534677609,NA,"Flx Neg",0.160324531862299,0.230600572219653,NA,NA,-0.0855963483001307,NA,NA,NA,NA,NA,"2.4512616007478005E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.41666666667,"CPFL Leste",201706,"CPFL Leste201706","64323.670100000003",12726.0464,8896.67688685653,NA,102933.083983372,NA,"4.8084398486117106",0.476679080821721,1.08215257730379,NA,NA,-0.00995264921809048,NA,NA,NA,NA,NA,"2.4512616007478005E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2017.66666666667,"CPFL Leste",201709,"CPFL Leste201709","61247.148139999998",25024.6256119,9091.61325130418,NA,104151.881083703,NA,"3.8440407095566753",0.53053597721197,0.957302833018178,NA,NA,0.0379120541332866,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.91666666667,"CPFL Leste",201712,"CPFL Leste201712","0",0,9286.54961575184,"4449",105370.678184035,"51306.345943035187","Flx Neg",0,0,"74965.002596990773","37332.067298828013",-0.126506082700139,NA,"8.2290852685795349E-2","9.7125435202743596E-2","0.76845197919561681","8.6533576933410419E-2","2.4512616007478005E-2","1.8270126290484079E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2018.16666666667,"CPFL Leste",201803,"CPFL Leste201803","0",0,9458.17837140684,NA,106443.749544109,NA,"Ebitda Neg",-0.162144258422482,-0.196235217558808,NA,NA,-0.177989044847344,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2018.41666666667,"CPFL Leste",201806,"CPFL Leste201806",NA,0,9458.17837140684,NA,106443.749544109,NA,NA,-0.306567710512801,-0.383940080168883,NA,NA,-0.225747555438831,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2011.91666666667,"CPFL Mococa",201112,"CPFL Mococa201112","20751.22363",11794.26702,2184.94507076735,"6489",28323.0015359599,"15625.417532951349","2.1594888525570815",0.515787858475457,0.680987631867418,NA,"0",0.139004538065326,NA,"0.51104210048639997","9.1693251592127947E-2","0.43125078171263687","9.3386964095689418E-2","3.3404201664986255E-2","2.3095244114705649E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2012.91666666667,"CPFL Mococa",201212,"CPFL Mococa201212","21827.049739999999",14934.64448,4060.53183187366,"6131",35268.4315181193,"19402.136226101396","2.0072488161837185",0.606221982820693,0.604152905206951,NA,"10694.433642655938",0.178814925239745,NA,"0.38641660747890005","8.7176020721788913E-2","0.47857738260627958","8.8438345016185568E-2","3.2469768015930711E-2","2.427351124169741E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2013.91666666667,"CPFL Mococa",201312,"CPFL Mococa201312","22854.255339999996",18935.02091,4639.11477443767,"0",37859.3842990801,"20851.022906552134","1.5986573445070413",0.700230104590289,0.63907674678856,NA,"13754.165618483639",0.255844860984779,"0","0 / +","9.2179776693397927E-2","0.42621817300555886","8.5000000000000006E-2","3.2475177877726802E-2","2.3134198145595475E-2"
